-0,-0,Location,-0,-0,CLManager,-0,-0,CMManagerDevMotMag,-0,-0,CMManagerMag,-0,-0,Sound,-0
Transaction,MAE,HAV,COR1,MAE,COR,COR1,MAE,COR,COR1,MAE,COR,COR1,MAE,COR,COR1
16-08-01_HomeI3_Leg,-0,0.0156332958,-0,671.796006678,0.1991442563,0.1991442534,8.0562230013,0.9945904504,0.9945904504,100.79058076,0.0918526597,0.0918526573,-0,-0.5551937453,-0
16-08-01_HomeI4_Leg,-0,0.0158709415,-0,671.799389739,-0.2279156121,-0.2279156155,8.3884910311,0.9530532593,0.9530532593,100.885131431,0.1380467059,0.138046708,-0,-0.2506427015,-0
16-08-01_HomeI5_Leg,-0,0.0102278152,-0,671.964046217,0.1575358757,0.1575358753,9.2196786325,0.928198443,0.928198443,100.895131848,-0.026481637,-0.0264815787,-0,0.398088077,-0
16-08-01_HomeI6_Leg,-0,0.0149110116,-0,671.86441044,0.1801775028,0.180177502,8.7842838956,0.9557929303,0.9557929303,100.818221313,-0.034612116,-0.0346121259,-0,-0.0954484422,-0
16-08-01_HomeI7_Leg,-0,0.0359530281,-0,671.816203601,-0.0081407516,-0.0081407529,8.1794489918,0.9905677251,0.9905677251,100.801213424,-0.0440829626,-0.0440829586,-0,0.0101589823,-0
16-08-01_HomeI8_Leg,-0,0.042664957,-0,671.763811688,-0.030099407,-0.0300994077,9.2245701899,0.9298007784,0.9298007784,100.797430528,-0.4087805234,-0.4087805251,-0,0.2696827257,-0
16-08-01_HomeI9_Leg,-0,0.0483479943,-0,671.776565167,0.1030151758,0.1030151754,9.2052584725,0.9359035278,0.9359035278,100.846903677,0.1677449781,0.1677449711,-0,-0.1102089257,-0
16-08-01_HomeJ1_Leg,-0,0.1459156636,-0,671.778100674,0.207872159,0.20787216,8.1411816055,0.9810632436,0.9810632436,100.733594121,-0.3384218939,-0.338421894,-0,-0.1548729638,-0
16-08-01_HomeJ10_Leg,-0,0.017293624,-0,671.754189251,-0.0328307265,-0.0328307276,9.1363628219,0.932235672,0.932235672,100.781989582,0.3376671716,0.3376671728,-0,0.169956009,-0
16-08-01_HomeJ2_Leg,-0,0.2381583514,-0,671.75448627,0.1150065081,0.1150065084,8.4909635888,0.9693286695,0.9693286695,100.709975973,0.2310299177,0.2310299086,-0,-0.169079551,-0
16-08-01_HomeJ3_Leg,-0,0.0265341451,-0,671.647318669,0.2710093595,0.2710093598,9.0559879679,0.9313821391,0.9313821391,100.673671267,0.309459055,0.3094590437,-0,0.120676998,-0
16-08-01_HomeJ4_Leg,-0,0.0237370016,-0,671.754693656,-0.0516333637,-0.0516333643,8.5507415274,0.9523796741,0.9523796741,100.749898954,0.079988955,0.0799889427,-0,-0.1352685176,-0
16-08-01_HomeJ5_Leg,-0,0.0126837319,-0,671.913174658,-0.1262982125,-0.1262982124,9.1021600478,0.9207904082,0.9207904082,100.858953433,0.5814665388,0.5814665356,-0,0.2541818455,-0
16-08-01_HomeJ6_Leg,-0,0.0130858518,-0,671.854125716,-0.0121930826,-0.012193084,8.552879223,0.9529081605,0.9529081605,100.818099475,-0.0256067889,-0.0256067942,-0,-0.6140947058,-0
16-08-01_HomeJ7_Leg,-0,0.0120061834,-0,671.88779107,0.2358454873,0.2358454869,8.2566854028,0.9910698883,0.9910698883,100.592972782,-0.0423600372,-0.042360025,-0,0.1080228106,-0
16-08-01_HomeJ8_Leg,-0,0.0168143803,-0,671.826773146,0.0414829074,0.0414829081,8.1747072942,0.990735121,0.990735121,100.780402457,-0.042287301,-0.0422872851,-0,-0.4240760295,-0
16-08-01_HomeJ9_Leg,-0,0.0175078493,-0,671.837334104,0.6393047456,0.6393047392,8.5279238444,0.9527730659,0.9527730659,100.783573942,-0.1490421578,-0.1490421647,-0,0.2513487988,-0
16-08-01_ParentA1_Leg,-0,0.0059487327,-0,645.799340791,-0.5363,-0.5363000045,32.8774912357,0.9081713795,0.9081713795,81.3925790781,0.1073485389,0.1073485617,-0,0.0002491777,-0
16-08-01_ParentA10_Leg,-0,0.0093140502,-0,645.083529184,-0.3001086984,-0.3001086979,31.9740793084,0.9519355876,0.9519355876,80.6916633382,-0.4904427367,-0.4904427741,-0,0.1266026925,-0
16-08-01_ParentA2_Leg,-0,0.0148436648,-0,645.591402505,0.4614381671,0.4614381649,32.8187989715,0.935464489,0.935464489,81.1845087877,-0.1610751891,-0.1610752023,-0,0.1483562981,-0
16-08-01_ParentA3_Leg,-0,0.007842936,-0,645.65616365,-0.3192001059,-0.3192001038,32.3926238955,0.9906193807,0.9906193807,81.0835056534,0.6774620352,0.6774620293,-0,-0.0516675347,-0
16-08-01_ParentA4_Leg,-0,0.0053121156,-0,645.587951394,0.1691275358,0.1691275371,32.8104537695,0.9341359734,0.9341359734,81.0220950852,-0.1604445407,-0.1604445595,-0,0.0429470285,-0
16-08-01_ParentA5_Leg,-0,0.017271405,-0,645.447439207,-0.3354013553,-0.3354013535,32.2460652576,0.9533135068,0.9533135068,80.9391575857,0.0981583007,0.0981582981,-0,0.1386433685,-0
16-08-01_ParentA6_Leg,-0,0.0300518793,-0,645.180055919,-0.1785062369,-0.178506235,32.2525413081,0.9523225691,0.9523225691,80.958699202,-0.0790110225,-0.0790110203,-0,-0.1616588035,-0
16-08-01_ParentA7_Leg,-0,0.0328928825,-0,645.363189231,0.5987256991,0.5987256994,32.3116582397,0.9515730365,0.9515730365,80.7091488057,-0.6891035532,-0.689103543,-0,-0.0055886338,-0
16-08-01_ParentA8_Leg,-0,0.0089101551,-0,645.162956252,-0.2682089884,-0.2682089888,32.1630821069,0.9525640084,0.9525640084,80.7171789845,-0.5211661234,-0.5211661387,-0,-0.0450182284,-0
16-08-01_ParentA9_Leg,-0,0.0086742599,-0,645.199692621,0.1596657837,0.1596657829,32.2317828928,0.9899481992,0.9899481992,80.7657535054,-0.2773007302,-0.2773007236,-0,0.0843242994,-0
16-08-01_ParentB1_Leg,-0,0.0063848529,-0,644.617592018,-0.1017764255,-0.1017764251,32.2700809805,0.917654906,0.917654906,79.907634936,0.2862356146,0.2862356137,-0,0.2564836009,-0
16-08-01_ParentB10_Leg,-0,0.0188044012,-0,644.511297075,-0.0553049835,-0.0553049841,31.6370102951,0.985155092,0.985155092,79.9181630854,-0.1370527472,-0.1370527352,-0,-0.0268602404,-0
16-08-01_ParentB2_Leg,-0,0.0052834,-0,644.399363986,-0.2054011964,-0.2054011966,31.3591878939,0.9930964991,0.9930964991,79.7066093819,0.0768820486,0.0768820474,-0,0.0125868181,-0
16-08-01_ParentB3_Leg,-0,0.0130191034,-0,644.558563226,0.1265721456,0.1265721458,31.4879531935,0.9999396288,0.9999396288,79.940754209,-0.0563279923,-0.0563279773,-0,-0.0036185025,-0
16-08-01_ParentB4_Leg,-0,0.0120393352,-0,644.26652845,-0.1820233997,-0.1820233999,31.582152562,0.9529788884,0.9529788884,79.8740324499,0.019929016,0.019929011,-0,-0.1325862512,-0
16-08-01_ParentB5_Leg,-0,0.013921537,-0,644.378311075,0.1576692829,0.1576692827,31.4670841607,0.9556120079,0.9556120079,79.9013348478,-0.253275689,-0.2532756939,-0,0.4085782124,-0
16-08-01_ParentB6_Leg,-0,0.0196319496,-0,644.543424563,-0.3692291863,-0.369229178,31.4521293615,0.9993804336,0.9993804336,79.9757722993,-0.1377596828,-0.1377596825,-0,-0.1097524864,-0
16-08-01_ParentB7_Leg,-0,0.0218888767,-0,644.492420006,0.3874862012,0.3874862013,31.5793370769,0.9519627054,0.9519627054,79.7912179781,0.3846283976,0.3846283938,-0,-0.1034708057,-0
16-08-01_ParentB8_Leg,-0,0.0222772173,-0,644.343212628,-0.1111828703,-0.1111828682,31.2995898642,0.9892273052,0.9892273052,79.7041268956,-0.1181460013,-0.1181460124,-0,0.0246443304,-0
16-08-01_ParentB9_Leg,-0,0.0247301681,-0,644.226428308,-0.1958909649,-0.1958909662,32.3313421722,0.9211748086,0.9211748086,79.7616761029,-0.0167904271,-0.016790419,-0,-0.0904290577,-0
16-08-01_ParentC1_Leg,-0,0.5605273943,-0,644.471522727,-0.0295332562,-0.0295332573,32.2277917915,0.9625183401,0.9625183401,79.8589989834,-0.260589233,-0.260589231,-0,-0.0848331086,-0
16-08-01_ParentC10_Leg,-0,0.0062502284,-0,644.478489712,-0.2134139115,-0.2134139119,32.2253519149,0.9634224305,0.9634224305,79.9644930633,-0.487653811,-0.4876538547,-0,0.1815750204,-0
16-08-01_ParentC2_Leg,-0,1.1325388131,-0,644.401484741,0.1901389618,0.1901389625,32.213206239,0.9908696767,0.9908696767,79.9371229855,0.4072916208,0.4072916238,-0,-0.0671984099,-0
16-08-01_ParentC3_Leg,-0,0.9961488487,-0,644.45047033,0.2532431005,0.2532430992,32.1337675374,0.990769574,0.990769574,79.9514036945,-0.1790899319,-0.1790899366,-0,-0.1293179077,-0
16-08-01_ParentC4_Leg,-0,0.0179648454,-0,644.497123805,-0.0003848575,-0.0003848559,31.9558278227,0.9910207122,0.9910207122,79.8123766474,0.024684622,0.024684636,-0,-0.1279524836,-0
16-08-01_ParentC5_Leg,-0,0.017412946,-0,644.569719961,0.4176253804,0.4176253806,32.0783436215,0.9906972522,0.9906972522,79.8656830594,0.3480673039,0.3480673263,-0,-0.2727303298,-0
16-08-01_ParentC6_Leg,-0,0.0103990732,-0,644.681674193,-0.2900896059,-0.2900896058,32.329933676,0.9906431354,0.9906431354,80.0004911876,-0.3944254443,-0.3944254715,-0,0.2625334698,-0
16-08-01_ParentC7_Leg,-0,0.0036281093,-0,644.592480061,0.2232943667,0.2232943655,32.1949048206,0.9907692027,0.9907692027,79.9683891819,0.2718124834,0.2718124803,-0,0.0316073962,-0
16-08-01_ParentC8_Leg,-0,0.0179556205,-0,644.526485391,0.2041586729,0.2041586732,32.0023433814,0.9789638282,0.9789638282,79.9441840931,-0.0124349604,-0.0124349634,-0,0.0396061071,-0
