-,-,CMManagerAcc,-,-,CMManagerDevMotAcc,-,-,CMManagerDevMotAccGrav,-,-,Attitdue,-,-,-,AttitudeQuaternion,-,-,-,AttitudeRotationMatrix,-,-,CLManager,-,-,CMManagerDevMotMag,-,-,CMManagerMag,
Transaction,MAE,COR,COR1,MAE,COR,COR1,MAE,COR,COR1,MAE,COR,COR1,MAE,COR,COR1,DOT,DIFF,MAE,COR,COR1,MAE,COR,COR1,MAE,COR,COR1,MAE,COR,COR1
16-07-26_72_North9_Leg,0.009499005,-0.050775756,-0.050775757,0.00336777,-0.218528631,-0.218528631,3.05E-07,-0.214498753,-0.217692696,0.007542907,-0.387165381,-0.387165366,0.002936744,-0.437125048,-0.437125035,0.999989591,0.009047806,-,-,-,666.8827122,-0.529539618,-0.529539618,3.655924621,0.990771814,0.990771814,118.9907837,-0.316964758,-0.316964747
16-07-26_81_North1_Leg,0.008519418,0.09150221,0.09150221,0.003745598,-0.088496718,-0.088496718,2.37E-07,0.148081439,0.148352213,0.00045118,-0.942057724,-0.94205771,0.000400502,-0.930946098,-0.930946089,0.999997368,0.004508462,-,-,-,657.5132234,-0.631061188,-0.6310612,7.990034759,0.979032752,0.979032752,118.5204116,-0.047908006,-0.047908
16-07-26_81_North10_Leg,0.009492152,0.053152555,0.053152555,0.003795368,-0.142052892,-0.142052892,2.85E-07,0.002469142,0.009614792,0.000757347,-0.843863008,-0.843862976,0.000212193,0.502100185,0.502100179,0.999993217,0.007267805,-,-,-,657.1776076,0.184018902,0.1840189,8.18238134,0.950617133,0.950617133,118.1444554,0.177000145,0.177000155
16-07-26_81_North2_Leg,0.008746669,-0.309375169,-0.309375168,0.003744922,-0.035509975,-0.035509975,2.57E-07,-0.058279235,-0.054810594,0.000387007,0.959919235,0.959919233,0.000270989,0.969831176,0.969831167,0.999996122,0.00570709,-,-,-,657.5133351,-0.32718584,-0.327185842,7.907861275,0.964550584,0.964550584,118.6873824,0.558192504,0.558192506
16-07-26_81_North3_Leg,0.009342685,0.146868701,0.146868701,0.004402004,-0.195643082,-0.195643082,3.02E-07,-0.092122226,-0.090912924,0.000589517,-0.208365928,-0.208365792,0.000131457,0.437602495,0.437602428,0.999998075,0.004293254,-,-,-,657.4122458,-0.479652193,-0.479652178,7.894379017,0.952797572,0.952797572,118.4743395,-0.085677381,-0.08567737
16-07-26_81_North4_Leg,0.008945115,0.062930159,0.062930159,0.003854927,0.073071205,0.073071205,2.39E-07,0.066014578,0.064808607,0.000623896,-0.953158917,-0.953158901,0.000614501,-0.956107039,-0.956107049,0.999996189,0.005509498,-,-,-,657.4829065,0.113810067,0.113810066,7.189311914,0.998553128,0.998553128,118.6262588,-0.091151185,-0.091151165
16-07-26_81_North5_Leg,0.008910818,0.053336255,0.053336254,0.003768118,-0.021215062,-0.021215062,3.01E-07,-0.134001211,-0.14108571,0.000603799,-0.878023221,-0.878023229,0.000573328,-0.942087225,-0.942087266,0.999997206,0.00447214,-,-,-,657.3726998,-0.234717002,-0.234717001,7.58973693,0.958167841,0.958167841,118.6062459,0.390352249,0.390352261
16-07-26_81_North6_Leg,0.009158249,-0.014109658,-0.014109658,0.00359027,0.112935334,0.112935334,2.41E-07,0.004520057,0.012197642,0.000360491,-0.765140943,-0.765140848,0.000580088,-0.276474619,-0.276474563,0.99999674,0.004726394,-,-,-,657.2622906,-0.480982913,-0.480982913,8.39219517,0.942414368,0.942414368,118.3310303,0.18419423,0.184194227
16-07-26_81_North7_Leg,0.009140523,-0.187996705,-0.187996705,0.003917141,0.05964834,0.05964834,2.90E-07,0.108805671,0.107759119,0.000926957,0.705978282,0.70597829,0.000207545,0.062585778,0.062585749,0.999997452,0.00447214,-,-,-,657.2965866,-0.508320268,-0.508320265,7.429841238,0.990697737,0.990697737,118.5212132,0.280234727,0.280234732
16-07-26_81_North8_Leg,0.009556479,-0.088675914,-0.088675914,0.004030806,0.123891083,0.123891083,2.64E-07,-0.024408691,-0.038027014,0.002008252,-0.982630235,-0.982630238,0.000438825,-0.982166712,-0.98216671,0.999997814,0.00423614,-,-,-,657.1601848,0.305528218,0.305528222,8.589457719,0.930836965,0.930836965,118.2135988,0.536795297,0.536795298
16-07-26_81_North9_Leg,0.009067405,-0.274275858,-0.274275857,0.003831776,0.019833796,0.019833796,3.10E-07,-0.139628252,-0.139749984,0.001079664,-0.679319564,-0.679319588,0.000223652,-0.686396314,-0.686396374,0.999996676,0.004871683,-,-,-,657.2992815,-0.279137514,-0.279137497,7.871773527,0.953380817,0.953380817,118.3570626,-0.285312532,-0.285312508
16-07-26_9_North1_Leg,0.005707008,0.553322045,0.553322045,0.005353088,0.152701264,0.152701264,2.21E-07,0.17870276,0.180044915,0.012804549,0.467374442,0.467374442,0.006382976,0.459084163,0.459084163,0.999976828,0.013603115,-,-,-,697.9329413,0.186226048,0.186226049,3.628138867,0.991234755,0.991234755,121.098842,0.178751441,0.178751447
16-07-26_9_North10_Leg,0.005285566,0.022454292,0.022454291,0.004342913,0.831946992,0.831946992,3.19E-07,-0.388976173,-0.406293431,0.012896304,0.713730094,0.713730094,0.006428315,0.714266363,0.714266363,0.9999758,0.013994142,-,-,-,698.3123795,-0.368436471,-0.368436474,3.776580271,0.989133037,0.989133037,121.4058226,-0.1614335,-0.161433502
16-07-26_9_North2_Leg,0.006290126,-0.147524871,-0.147524871,0.005438719,0.179313568,0.179313568,3.01E-07,-0.114167359,-0.131789883,0.012434891,0.927093237,0.927093236,0.006198575,0.927125679,0.927125679,0.999977661,0.013278655,-,-,-,698.0431605,-0.417529359,-0.41752936,4.719972576,0.919119685,0.919119685,121.2122216,0.536458411,0.536458408
16-07-26_9_North3_Leg,0.006280409,-0.072941483,-0.072941482,0.00512153,-0.04936193,-0.04936193,2.13E-07,0.281586454,0.285631023,0.01221986,-0.830423871,-0.830423871,0.006090865,-0.831116264,-0.831116263,0.999979468,0.012789913,-,-,-,698.0816202,-0.163878746,-0.163878745,4.454306661,0.937550951,0.937550951,121.1864654,0.008146831,0.008146822
16-07-26_9_North4_Leg,0.005603335,0.148801905,0.148801904,0.004900261,-0.093422513,-0.093422513,2.56E-07,-0.070604745,-0.065083425,0.013282609,-0.908147972,-0.908147972,0.006620798,-0.908126617,-0.908126617,0.999974727,0.014270529,-,-,-,698.0180941,-0.447371887,-0.447371883,3.607863891,0.985893761,0.985893761,121.1611745,-0.496825193,-0.496825186
16-07-26_9_North5_Leg,0.005691696,0.055888263,0.055888263,0.004660761,-0.113778402,-0.113778402,2.50E-07,0.177469991,0.179305015,0.01385835,0.659128198,0.659128198,0.006907769,0.657545585,0.657545585,0.999971719,0.015073613,-,-,-,698.1133581,0.408182977,0.408182972,3.637457252,0.990315343,0.990315343,121.4499826,0.28208153,0.282081536
16-07-26_9_North6_Leg,0.006955097,0.005744679,0.005744679,0.005124642,0.015740927,0.015740927,2.76E-07,-0.033720879,-0.042631263,0.013759235,0.392580884,0.392580884,0.006858064,0.390892397,0.390892396,0.999973101,0.014716558,-,-,-,698.2288302,0.016897757,0.016897757,3.709381336,0.99123026,0.99123026,121.22473,0.452986925,0.452986917
16-07-26_9_North7_Leg,0.004609114,0.025891628,0.025891628,0.005050243,0.055288913,0.055288913,3.41E-07,-0.372401751,-0.376281183,0.014144886,-0.513385341,-0.513385341,0.007050207,-0.514760951,-0.514760951,0.99997122,0.015146211,-,-,-,698.1677934,-0.006763508,-0.006763508,3.532248557,0.99035521,0.99035521,121.2010884,0.129550633,0.129550641
16-07-26_9_North8_Leg,0.005489948,-0.046835844,-0.046835845,0.004740436,0.138951792,0.138951792,2.67E-07,-0.06592424,-0.090786724,0.013065515,-0.172816807,-0.172816805,0.006512527,-0.173728296,-0.173728297,0.999975963,0.01391839,-,-,-,698.1777193,-0.42300775,-0.423007755,3.668612063,0.990905729,0.990905729,121.3414424,-0.244695932,-0.244695938
16-07-26_9_North9_Leg,0.006140155,-0.08399432,-0.083994321,0.005139191,-0.166314393,-0.166314393,2.92E-07,-0.25090417,-0.248868852,0.013501188,0.745612364,0.745612364,0.006729447,0.745447322,0.745447322,0.999973462,0.0145483,-,-,-,698.0831868,0.319501769,0.319501767,3.790993698,0.990882378,0.990882378,121.2744358,-0.017649361,-0.017649375
16-07-28_18_East1_Leg,0.006124997,-0.117031617,-0.117031617,0.005156407,0.063822022,0.063822022,2.41E-07,0.195018384,0.20060689,0.013247531,0.251131449,0.251131449,0.006533268,0.250768756,0.250768755,0.99997753,0.013321743,-,-,-,662.3814198,-0.048460998,-0.048460999,7.972413802,0.905134783,0.905134783,122.1779692,-0.421138706,-0.421138707
16-07-28_18_East10_Leg,0.00635933,0.012414307,0.012414307,0.005856499,0.092510746,0.092510746,2.44E-07,-0.078584452,-0.08115008,0.013216223,0.920118386,0.920118387,0.00651801,0.920159114,0.920159114,0.999977584,0.013416508,-,-,-,661.5073187,0.014488585,0.014488585,6.934734909,0.996841425,0.996841425,121.1934723,0.024212819,0.024212837
16-07-28_18_East2_Leg,0.006001872,0.134908922,0.134908922,0.005791569,-0.130962876,-0.130962876,2.72E-07,-5.23E-05,0,0.012796575,0.470793444,0.470793441,0.006311009,0.472637891,0.472637895,0.99997927,0.012724422,-,-,-,662.3087589,0.077172521,0.07717252,6.528843765,0.99105974,0.99105974,122.0353942,0.00893697,0.008936973
16-07-28_18_East3_Leg,0.006190588,-0.132680517,-0.132680516,0.005499654,0.076863737,0.076863737,2.89E-07,0.001436016,0,0.013102678,0.932707811,0.932707812,0.006461351,0.932684177,0.932684177,0.999977971,0.013274235,-,-,-,662.1397393,0.117064393,0.117064393,7.245948647,0.950873316,0.950873316,121.9567655,-0.376683154,-0.376683161
16-07-28_18_East4_Leg,0.00579832,0.194138112,0.194138111,0.005901553,0.013494812,0.013494812,2.90E-07,0.015948524,0.0120125,0.013745133,0.708884537,0.708884536,0.006778427,0.709558532,0.709558532,0.999975829,0.013875653,-,-,-,661.9890894,-0.1566541,-0.156654094,7.372495992,0.965347229,0.965347229,121.887719,-0.229380724,-0.22938073
16-07-28_18_East5_Leg,0.006595507,-0.079446824,-0.079446823,0.005849376,0.173850965,0.173850965,2.74E-07,-0.118487859,-0.120872441,0.012617782,0.449124682,0.449124682,0.00622311,0.445699509,0.445699508,0.999979725,0.012738494,-,-,-,662.0409933,-0.340969747,-0.340969752,6.808120407,0.990924399,0.990924399,121.7365216,0.08166702,0.08166702
16-07-28_18_East6_Leg,0.006320992,0.160014144,0.160014144,0.005974554,-0.112463411,-0.112463411,2.21E-07,0.104727019,0.110290938,0.012795284,0.954699739,0.954699738,0.006309993,0.95461142,0.95461142,0.999978267,0.013217007,-,-,-,662.0281729,0.168051392,0.168051395,6.748509324,0.991114198,0.991114198,121.7110255,-0.179991835,-0.179991852
16-07-28_18_East7_Leg,0.006114678,0.098535008,0.098535007,0.005866564,0.104740136,0.104740136,3.31E-07,-0.095561975,-0.09670902,0.013287173,0.883876194,0.883876194,0.006553075,0.884005629,0.884005628,0.999977422,0.013501935,-,-,-,661.8540833,-0.466489434,-0.466489439,6.781690021,0.990716218,0.990716218,121.8336039,-0.347737588,-0.347737548
16-07-28_18_East8_Leg,0.006056849,-0.093859052,-0.093859054,0.006135099,0.296055173,0.296055173,2.78E-07,0.065175438,0.064601464,0.013393503,0.841043868,0.841043867,0.00660542,0.840746114,0.840746114,0.999977352,0.013416508,-,-,-,661.7345655,0.060091837,0.060091838,6.891499666,0.990798106,0.990798106,121.6909764,0.011181336,0.011181339
16-07-28_18_East9_Leg,0.005778148,-0.175820386,-0.175820386,0.006141718,-0.170080987,-0.170080987,2.75E-07,-0.221466955,-0.21886325,0.012705048,0.896131845,0.896131845,0.006265517,0.896179056,0.896179056,0.999979236,0.012894735,-,-,-,661.5466618,0.359022891,0.359022889,7.680979716,0.952267959,0.952267959,121.4913619,0.339676111,0.339676105
16-07-28_18_South1_Leg,0.006545623,0.336554052,0.336554052,0.004304589,0.109647052,0.109647052,2.82E-07,0.219122537,0.226805463,0.012451737,0.914189358,0.914189358,0.006141249,0.913963727,0.913963727,0.999979185,0.012848696,-,-,-,673.0715569,-0.250742813,-0.250742809,1.457413097,0.95260267,0.95260267,120.8447929,0.590353342,0.590353348
16-07-28_18_South10_Leg,0.007030783,-0.068280653,-0.068280654,0.004550157,-0.254808115,-0.254808115,2.71E-07,-0.05395215,-0.048087792,0.012490143,-0.663954607,-0.663954606,0.006160604,-0.664337489,-0.664337488,0.999979204,0.012909089,-,-,-,673.0523588,-0.267183546,-0.267183546,0.915944202,0.99090228,0.99090228,120.4539774,0.456344117,0.45634414
16-07-28_18_South2_Leg,0.00652401,0.199319598,0.199319598,0.004961707,-0.004753848,-0.004753848,2.58E-07,0.050787046,0.048527736,0.013252197,-0.926641167,-0.926641167,0.006536412,-0.926936249,-0.926936247,0.99997587,0.01389659,-,-,-,672.935692,-0.137697763,-0.137697764,0.867213573,0.99003478,0.99003478,120.3521081,-0.444477725,-0.444477731
16-07-28_18_South3_Leg,0.006608502,-0.0217943,-0.0217943,0.004392146,-0.220740882,-0.220740882,2.62E-07,0.014599345,0.007156196,0.011595635,-0.049098957,-0.04909896,0.005719078,-0.054734062,-0.054734064,0.999982513,0.011702057,-,-,-,672.9647655,-0.145438924,-0.145438926,1.309230987,0.947745799,0.947745799,120.6426676,-0.01977448,-0.019774468
16-07-28_18_South4_Leg,0.007133961,-0.006141189,-0.006141188,0.005315784,0.052968774,0.052968774,3.00E-07,-0.275086053,-0.28056081,0.012576202,-0.58727281,-0.587272801,0.00620283,-0.589130387,-0.589130392,0.999979077,0.012844785,-,-,-,672.9731108,0.069487913,0.069487914,1.925521836,0.933896012,0.933896012,120.619195,-0.029588337,-0.029588334
16-07-28_18_South5_Leg,0.00684218,-0.173228657,-0.173228656,0.00498209,0.11894481,0.11894481,2.89E-07,-0.155190445,-0.148485087,0.011567652,0.921987927,0.921987927,0.005705637,0.92172805,0.921728049,0.999981962,0.012052008,-,-,-,672.9541243,0.271901401,0.271901401,0.96244289,0.998894816,0.998894816,120.4607574,-0.110833476,-0.110833476
16-07-28_18_South6_Leg,0.007515219,0.220458857,0.220458858,0.004628436,-0.018613135,-0.018613135,2.43E-07,0.20847267,0.204559636,0.012823187,0.613107752,0.613107753,0.00632493,0.613149814,0.613149813,0.999977583,0.013371372,-,-,-,673.0533344,-0.076107731,-0.07610773,1.772033883,0.936750695,0.936750695,120.4597509,0.281237249,0.281237246
16-07-28_18_South7_Leg,0.007047997,-0.115850103,-0.115850103,0.004873521,-0.014000119,-0.014000119,2.59E-07,0.014878685,0.017519181,0.010728584,-0.979383242,-0.979383241,0.005291648,-0.979318242,-0.979318242,0.999984342,0.011181792,-,-,-,673.129333,0.070457493,0.070457495,2.008987566,0.912797188,0.912797188,120.4576576,-0.275780258,-0.275780245
16-07-28_18_South8_Leg,0.007357637,-0.228987934,-0.228987935,0.004991828,-0.051172627,-0.051172627,3.49E-07,-0.395337532,-0.395874903,0.012089007,0.327915291,0.327915291,0.005962723,0.329058104,0.329058103,0.999980073,0.012536089,-,-,-,672.965486,0.168206358,0.168206359,1.245958265,0.953034781,0.953034781,120.7442847,-0.110343318,-0.110343334
16-07-28_18_South9_Leg,0.007455608,0.288340134,0.288340135,0.004814325,-0.011216846,-0.011216846,2.35E-07,0.205425501,0.201685873,0.012430353,-0.768536321,-0.768536318,0.006131217,-0.768676881,-0.76867688,0.999978225,0.013122496,-,-,-,672.9346238,-0.035834042,-0.035834041,0.7586282,0.995214618,0.995214618,120.4173482,-0.215203637,-0.215203652
16-07-28_18_West1_Leg,0.007330445,-0.11393163,-0.11393163,0.004736533,0.219681752,0.219681752,2.65E-07,-0.0946477,-0.089834155,0.014662963,0.733101429,0.733101429,0.007233763,0.735241675,0.735241676,0.999971169,0.01512756,-,-,-,716.042949,0.188027877,0.188027875,2.760361071,0.953321728,0.953321728,117.9743521,0.409139834,0.409139838
16-07-28_18_West10_Leg,0.008159143,0.119911871,0.119911872,0.004808761,-0.085026072,-0.085026072,2.84E-07,0.045578317,0.038339045,0.013128639,-0.796252043,-0.796252045,0.006476534,-0.794569618,-0.794569617,0.999976611,0.013579431,-,-,-,715.982114,-0.146185138,-0.146185134,2.644193506,0.99029599,0.99029599,117.8984204,-0.303767615,-0.303767618
16-07-28_18_West2_Leg,0.007592074,-0.021719973,-0.021719973,0.004358407,-0.007881589,-0.007881589,2.91E-07,-0.023889492,-0.023530633,0.01317351,0.212228023,0.212228021,0.006499003,0.221609342,0.221609345,0.999976409,0.013668298,-,-,-,716.139055,0.017057226,0.017057226,2.958676241,0.951810856,0.951810856,118.1698765,0.317727518,0.317727524
16-07-28_18_West3_Leg,0.007347421,0.242728578,0.242728578,0.004865065,-0.016749926,-0.016749926,2.58E-07,0.070408537,0.074922869,0.013629272,-0.173492368,-0.173492373,0.006725301,-0.170963444,-0.170963443,0.99997168,0.015013587,-,-,-,716.1655825,-0.364524903,-0.364524904,3.174247026,0.938108837,0.938108837,118.1675722,0.21021897,0.210218986
16-07-28_18_West4_Leg,0.007402983,-0.057504845,-0.057504845,0.005223465,-0.141823721,-0.141823721,3.35E-07,-0.235457554,-0.239101988,0.013022716,-0.809811909,-0.809811907,0.006425008,-0.81238292,-0.812382916,0.9999759,0.013849401,-,-,-,716.1820286,-0.203620547,-0.203620545,2.77476552,0.991257321,0.991257321,118.0131832,0.129507004,0.129507014
16-07-28_18_West5_Leg,0.007705917,-0.178526721,-0.178526722,0.004809576,0.137015148,0.137015148,2.62E-07,0.211090592,0.21251842,0.013439211,0.968184692,0.968184693,0.00663101,0.967857474,0.967857474,0.999974721,0.014208444,-,-,-,716.0197025,-0.027263779,-0.027263778,2.646648645,0.997305409,0.997305409,118.0458794,0.267325463,0.267325436
16-07-28_18_West6_Leg,0.009094466,-0.032826791,-0.03282679,0.003674878,-0.083024897,-0.083024897,2.61E-07,0.047293533,0.031788033,0.012144629,0.902696064,0.902696065,0.00599175,0.901963398,0.901963397,0.999977892,0.013217567,-,-,-,716.0570646,0.168048132,0.168048134,3.043756823,0.954026947,0.954026947,118.2363881,-0.071240827,-0.071240821
16-07-28_18_West7_Leg,0.007622076,0.201853632,0.201853632,0.005204338,0.078793414,0.078793414,3.21E-07,-0.427099459,-0.424517333,0.011998539,0.451571578,0.451571577,0.005919437,0.458348085,0.458348083,0.999979478,0.012758811,-,-,-,716.0627778,0.151469298,0.151469299,2.665716012,0.999309872,0.999309872,118.0634234,0.149347561,0.149347576
16-07-28_18_West8_Leg,0.007489106,0.278542529,0.278542528,0.004851487,0.075263453,0.075263453,2.25E-07,0.032774477,0.045049159,0.013092225,0.843101814,0.843101816,0.006458248,0.843991369,0.84399137,0.99997719,0.013460053,-,-,-,716.1334754,-0.082057577,-0.082057576,3.122355621,0.938327849,0.938327849,118.0167739,0.023357652,0.023357641
16-07-28_18_West9_Leg,0.006775299,0.019729867,0.019729866,0.004762207,0.153524107,0.153524107,2.76E-07,-0.047638939,-0.038528956,0.01213602,-0.760229455,-0.760229455,0.005987155,-0.760364748,-0.760364747,0.999979905,0.012632982,-,-,-,716.0693682,0.293483812,0.293483812,2.797708786,0.990093725,0.990093725,118.0033968,-0.034797068,-0.034797061
16-07-28_27_East1_Leg,0.008905242,-0.605902631,-0.605902631,0.00749616,0.005677923,0.005677923,2.91E-07,-0.164074969,-0.154370522,0.012705813,-0.67259106,-0.67259106,0.006158796,-0.672141089,-0.672141085,0.99997623,0.013804155,-,-,-,707.8605476,-0.146019078,-0.146019079,39.68214563,0.990654814,0.990654814,120.1670188,0.096370844,0.096370837
16-07-28_27_East10_Leg,0.009905066,-0.141648111,-0.141648111,0.00807539,0.107778705,0.107778705,2.71E-07,0.057581472,0.049210972,0.011883317,0.496386364,0.496386369,0.005758472,0.496581855,0.496581851,0.999976824,0.013556763,-,-,-,708.2960335,0.176816611,0.17681661,39.82976653,0.936439635,0.936439635,120.22531,-0.202814524,-0.202814514
16-07-28_27_East2_Leg,0.008526265,-0.210834105,-0.210834104,0.007786445,-0.090772245,-0.090772245,2.87E-07,-0.268761628,-0.262107926,0.011581641,-0.971088399,-0.971088399,0.005612481,-0.971046827,-0.971046825,0.999978735,0.012990404,-,-,-,707.9916872,-0.439482943,-0.439482952,39.4859361,0.953044319,0.953044319,120.0584683,0.096607132,0.096607146
16-07-28_27_East3_Leg,0.008771778,0.126123755,0.126123755,0.007855071,-0.137084456,-0.137084456,3.01E-07,0.103406893,0.109052631,0.013317312,-0.97381885,-0.97381885,0.006454497,-0.973821387,-0.973821388,0.999973293,0.01459408,-,-,-,707.9989681,0.046907359,0.046907359,39.42488498,0.953848512,0.953848512,119.9965761,-0.528888055,-0.528888026
16-07-28_27_East4_Leg,0.008787777,-0.011841715,-0.011841716,0.007693716,-0.242871154,-0.242871154,2.71E-07,-0.08430763,-0.091751129,0.014187303,-0.964256277,-0.964256278,0.006877631,-0.96455639,-0.964556389,0.999962294,0.017085455,-,-,-,707.7517881,0.071283084,0.071283084,39.53106093,0.997862963,0.997862963,120.0952404,0.029246435,0.02924643
16-07-28_27_East5_Leg,0.009204754,-0.311449634,-0.311449635,0.007870415,0.155912771,0.155912771,2.67E-07,-0.091556272,-0.095687876,0.01236985,-0.830223923,-0.830223919,0.005994848,-0.825394279,-0.825394274,0.999975394,0.013974787,-,-,-,707.9686042,-0.066575842,-0.066575843,39.68357851,0.99057571,0.99057571,120.0247329,0.033886203,0.03388621
16-07-28_27_East6_Leg,0.008832998,-0.138002182,-0.138002182,0.007038367,-0.024783924,-0.024783924,2.75E-07,-0.060449415,-0.068807167,0.011455193,-0.912244344,-0.912244346,0.005551682,-0.912548032,-0.912548033,0.999978168,0.013232545,-,-,-,707.9866265,-0.579562747,-0.579562754,39.77351019,0.990786583,0.990786583,120.2714927,0.255045124,0.255045134
16-07-28_27_East7_Leg,0.009332603,-0.026825331,-0.026825331,0.007777419,-0.032337556,-0.032337556,3.20E-07,-0.17681918,-0.176986168,0.012033285,-0.423926781,-0.423926773,0.005831813,-0.420791521,-0.420791523,0.999977956,0.0132477,-,-,-,708.3785345,-0.131719907,-0.131719909,39.57470731,0.952575954,0.952575954,120.3347844,-0.013242362,-0.013242374
16-07-28_27_East8_Leg,0.009464514,0.241687439,0.241687439,0.007812627,-0.097361533,-0.097361533,3.62E-07,-0.187782046,-0.190535116,0.012026476,0.837369874,0.837369874,0.005827797,0.837585957,0.837585956,0.999976375,0.013668298,-,-,-,708.0631282,-0.21540528,-0.215405279,39.69703432,0.991797652,0.991797652,120.1452916,0.099389161,0.099389162
16-07-28_27_East9_Leg,0.008751528,-0.207273828,-0.207273828,0.007984504,0.079812749,0.079812749,3.03E-07,-0.217520599,-0.228406468,0.013194916,0.673061807,0.673061819,0.006394386,0.693550154,0.693550166,0.999970565,0.015354886,-,-,-,708.0757254,-0.086926885,-0.086926884,39.91377475,0.984619931,0.984619931,120.2794474,-0.089177202,-0.089177204
16-07-28_27_South1_Leg,0.008254781,0.050839752,0.050839752,0.002635241,0.703865012,0.703865012,2.52E-07,0.079289568,0.09007547,0.011403363,0.980271462,0.980271463,0.005531321,0.980193902,0.980193902,0.999982547,0.011686447,-,-,-,665.1092599,-0.214716177,-0.214716178,1.284403074,0.952137151,0.952137151,119.4869238,-0.261660353,-0.261660357
16-07-28_27_South10_Leg,0.008526287,0.342962302,0.342962302,0.002560238,0.080116403,0.080116403,2.86E-07,-0.068551038,-0.05714113,0.012109841,-0.91455271,-0.91455271,0.005874098,-0.914597813,-0.914597814,0.999979765,0.012676786,-,-,-,664.899976,0.159699292,0.159699291,1.217150814,0.981131868,0.981131868,119.3444944,0.144011841,0.144011869
16-07-28_27_South2_Leg,0.007834365,-0.109479479,-0.10947948,0.003480523,-0.024735526,-0.024735526,2.56E-07,0.012711324,0.00998437,0.011144527,0.710118077,0.710118075,0.005405558,0.709288105,0.709288106,0.999982908,0.011779565,-,-,-,665.014529,0.198937109,0.198937107,1.431587102,0.952276812,0.952276812,119.32359,0.340683053,0.340683064
16-07-28_27_South3_Leg,0.008393256,0.119449948,0.119449949,0.003107408,-0.159920341,-0.159920341,3.45E-07,-0.30187627,-0.299859328,0.011000153,-0.719498692,-0.719498687,0.005335996,-0.718886209,-0.71888621,0.999982447,0.011893941,-,-,-,665.0244879,0.333724206,0.333724207,0.957881906,0.991159593,0.991159593,119.5439648,-0.341728782,-0.34172878
16-07-28_27_South4_Leg,0.008235975,-0.243305826,-0.243305825,0.003185204,0.097665123,0.097665123,2.89E-07,-0.247401281,-0.244236814,0.010943736,0.923454862,0.923454862,0.005308515,0.923874451,0.923874451,0.999983809,0.011276935,-,-,-,665.0117762,0.146386025,0.146386026,2.124979178,0.926401942,0.926401942,119.5058954,-0.30770108,-0.307701077
16-07-28_27_South5_Leg,0.008319918,0.018958815,0.018958815,0.002996364,-0.062077778,-0.062077778,2.63E-07,0.238813273,0.246329476,0.011673516,0.886049039,0.886049039,0.005662395,0.886437817,0.886437817,0.999981144,0.012319429,-,-,-,665.1715179,0.347357391,0.347357394,1.421630273,0.957077621,0.957077621,119.4360448,0.422616863,0.422616856
16-07-28_27_South6_Leg,0.008413354,0.071443583,0.071443583,0.002539491,-0.122632332,-0.122632332,2.61E-07,0.128952255,0.128412404,0.010827391,0.900566635,0.900566637,0.005251578,0.900672935,0.900672936,0.999983737,0.0115098,-,-,-,665.0876865,0.119008496,0.119008496,1.002013012,0.991117445,0.991117445,119.5149268,0.041619896,0.041619909
16-07-28_27_South7_Leg,0.008850924,-0.273801294,-0.273801293,0.002807916,-0.104993955,-0.104993955,2.69E-07,-0.029852193,-0.034789251,0.011363446,-0.177003177,-0.177003172,0.005511789,-0.167687564,-0.167687564,0.999982316,0.011944174,-,-,-,664.9854529,0.057936999,0.057936999,0.964029595,0.990885688,0.990885688,119.4338551,-0.478628823,-0.47862881
16-07-28_27_South8_Leg,0.008537019,-0.073578827,-0.073578825,0.002774263,0.110538378,0.110538378,2.81E-07,-0.062293416,-0.063779713,0.010544148,0.576423543,0.576423553,0.005114761,0.572584962,0.572584967,0.999983826,0.011305595,-,-,-,664.9713684,-0.018535584,-0.018535584,1.255570617,0.952649207,0.952649207,119.4758156,0.334888045,0.33488803
16-07-28_27_South9_Leg,0.008380662,-0.044572417,-0.044572418,0.00241175,-0.017045325,-0.017045325,3.01E-07,-0.026741698,-0.016674388,0.009787472,-0.826390406,-0.826390412,0.00474715,-0.826218463,-0.82621846,0.999986325,0.010486631,-,-,-,664.9175985,-0.04422895,-0.044228947,1.886945179,0.937804401,0.937804401,119.4098617,-0.119951313,-0.119951326
16-07-28_27_West1_Leg,0.007254202,-0.019723177,-0.019723177,0.002951289,-0.144912896,-0.144912896,2.31E-07,0.315493211,0.331773974,0.010062457,-0.98235451,-0.98235451,0.004884483,-0.982482993,-0.982482993,0.999983969,0.011282472,-,-,-,692.8259371,-0.008347545,-0.008347545,16.16130562,0.990722771,0.990722771,116.9509766,0.480295248,0.48029525
16-07-28_27_West10_Leg,0.009182957,-0.044816202,-0.044816203,0.002736296,0.142662189,0.142662189,2.20E-07,0.388398624,0.385848419,0.010778934,0.359536437,0.359536427,0.005232313,0.390838215,0.390838219,0.999982533,0.011751075,-,-,-,693.0112592,-0.311927802,-0.311927805,16.0252891,0.99790059,0.99790059,117.096626,0.179114451,0.179114451
16-07-28_27_West2_Leg,0.008030675,-0.120927776,-0.120927776,0.003641264,-0.20197877,-0.20197877,2.25E-07,0.175664128,0.174402885,0.011091439,0.774545811,0.774545813,0.00538381,0.779306559,0.77930656,0.999981088,0.012355087,-,-,-,692.9177345,0.173887427,0.173887427,16.78583743,0.94182851,0.94182851,116.9393783,-0.118665719,-0.118665711
