-,-,CMManagerAcc,-,-,CMManagerDevMotAcc,-,-,CMManagerDevMotAccGrav,-,-,Attitdue,-,-,-,AttitudeQuaternion,-,-,-,AttitudeRotationMatrix,-,-,CLManager,-,-,CMManagerDevMotMag,-,-,CMManagerMag,
Transaction,MAE,COR,COR1,MAE,COR,COR1,MAE,COR,COR1,MAE,COR,COR1,MAE,COR,COR1,DOT,DIFF,MAE,COR,COR1,MAE,COR,COR1,MAE,COR,COR1,MAE,COR,COR1
16-07-26_18_North1_Leg,0.00625262592222,-0.16229476279,-0.162294763485,0.00513419649217,-0.0264241163886,-0.0264241163886,2.38502979891e-07,0.231208589645,0.234146452895,0.0124668338899,-0.776081895702,-0.776081893778,0.714635371736,-0.774125008024,-0.774125006507,0.999979787474,0.0127076008796,1.0127363565,-0.766440745844,-0.76644074747,697.887231014,0.38272602701,0.382726037131,14.5528021286,0.952061136635,0.952061136635,121.966279877,0.534104935386,0.534104934603
16-07-26_18_North10_Leg,0.00734075608542,0.0832419593682,0.0832419582925,0.0055794232286,0.0707692378047,0.0707692378047,2.49639930192e-07,0.112259319606,0.108104373787,0.0130551964127,-0.797179613146,-0.797179613536,0.748309219238,-0.801629426227,-0.801629423146,0.999977791999,0.0132645028755,1.06030940136,-0.8134352584,-0.81343526067,697.93173352,-0.064801779429,-0.0648017802989,14.1902674582,0.99384262068,0.99384262068,121.829604744,0.308312476189,0.308312478346
16-07-26_18_North2_Leg,0.0068551160053,-0.0980093254316,-0.0980093253642,0.00499555488627,-0.124643280381,-0.124643280381,2.5471918016e-07,0.0773529908886,0.077436501388,0.0114927987391,-0.751617395396,-0.751617397469,0.658599867941,-0.750825712034,-0.750825712777,0.999983378851,0.0115993633913,0.932348231507,-0.745606609237,-0.745606608613,697.897051111,-0.063184919758,-0.0631849185469,14.0608786664,0.995912375022,0.995912375022,121.744034439,0.133622035516,0.133622037019
16-07-26_18_North3_Leg,0.00658922654005,-0.0431232391414,-0.0431232395325,0.00565078764667,-0.0141671177779,-0.0141671177779,2.39635454758e-07,0.177982235451,0.175485560849,0.0122717196193,0.552076610778,0.552076607161,0.703470815547,0.527168131051,0.527168131928,0.999980231579,0.0126515837211,0.997155276742,0.417450842856,0.417450840434,697.822167999,0.456286786782,0.456286775722,14.9804083409,0.944237469172,0.944237469172,121.795815496,0.232133589089,0.232133577424
16-07-26_18_North4_Leg,0.00675369722837,0.404017680772,0.404017680509,0.0052613744656,-0.016043283528,-0.016043283528,2.57128786343e-07,0.119837396036,0.128833998212,0.0123250249861,-0.278135728351,-0.278135733012,0.706231826897,-0.282677058528,-0.282677055617,0.999980873103,0.0123928917911,0.999479325858,-0.297001051406,-0.297001047945,697.823343218,0.145847348673,0.145847348666,13.7894351625,0.999822818744,0.999822818744,121.900935428,-0.262116912567,-0.262116921101
16-07-26_18_North5_Leg,0.00665943642701,-0.176253303588,-0.176253303648,0.00553143246674,0.0959595099498,0.0959595099498,2.81413327887e-07,-0.00281070430713,-0.0026741409365,0.0127355111878,0.855858225449,0.855858224696,0.729762915828,0.855711913156,0.855711911308,0.999979488593,0.0126491949696,1.03280809068,0.852486071729,0.852486072376,697.728972568,-0.0725286620936,-0.0725286615833,14.0438747612,0.990276710509,0.990276710509,121.777664081,0.0448060134705,0.0448059963634
16-07-26_18_North6_Leg,0.00682753871421,0.0552667568588,0.0552667570029,0.0050236795849,0.327150431272,0.327150431272,2.85801915459e-07,-0.0593955121939,-0.0655933840369,0.0121533186983,0.741937454957,0.741937454265,0.696295922359,0.739697169366,0.73969716903,0.999981618097,0.0121414606875,0.984833042843,0.734847112495,0.734847113296,697.900722455,-0.212794462313,-0.212794463337,14.9445341197,0.939766947797,0.939766947797,121.807337028,0.341997346244,0.341997341534
16-07-26_18_North7_Leg,0.00618975373177,0.11505002677,0.115050026399,0.00498755373819,0.0621473089044,0.0621473089044,2.79768246206e-07,0.132524960897,0.126057343923,0.0115715964807,-0.900798009354,-0.900798009671,0.663277378816,-0.900628474219,-0.900628474298,0.999982506025,0.0117852427044,0.939862851438,-0.900309580408,-0.900309580286,697.732230073,-0.0512660077733,-0.051266010064,14.4116707994,0.985954982938,0.985954982938,121.8325562,0.110645728627,0.11064573649
16-07-26_18_North8_Leg,0.00498088527808,-0.0484698307029,-0.0484698308074,0.00328743939003,-0.147244999534,-0.147244999534,2.41465932227e-07,0.124289191099,0.120824418666,0.0128798102737,-0.843840219861,-0.843840220029,0.738140810136,-0.842783226656,-0.842783228173,0.999978940359,0.0129971939029,1.04516625609,-0.839902528822,-0.839902529531,697.802270723,-0.0906529236317,-0.0906529246923,14.0340393702,0.999670034483,0.999670034483,121.866256236,-0.289990051565,-0.289990090641
16-07-26_18_North9_Leg,0.0073170194319,-0.188590133279,-0.188590132751,0.00497237347638,0.108790360798,0.108790360798,2.95917978505e-07,0.0360904759893,0.0385241019575,0.0122362135153,0.951537310936,0.951537310795,0.701460947835,0.951457304215,0.951457304492,0.999980281067,0.0125825038364,0.994371449631,0.951837446695,0.951837446464,697.961490546,0.000687325416625,0.000687324648187,15.3123596564,0.90994446233,0.90994446233,121.834319531,-0.347672989383,-0.347672967106
16-07-26_27_North1_Leg,0.00676867631467,0.28783307381,0.287833073552,0.0040890586849,0.0211006092328,0.0211006092328,2.4344101293e-07,-0.0279127217059,-0.0258203671341,0.0112585883739,0.0659329301933,0.0659329091398,0.646399474114,0.0687312462972,0.0687311974406,0.999979698233,0.0126482019124,0.916388657429,0.0702911443136,0.070291139556,695.771247904,-0.0224351826949,-0.0224351819938,10.5700693898,0.95082444013,0.95082444013,122.155009517,-0.0496916405836,-0.0496916485767
16-07-26_27_North10_Leg,0.00773448403172,0.0374932490803,0.0374932485278,0.00351229779119,0.0342705325551,0.0342705325551,2.98763061974e-07,-0.155174717553,-0.146256113278,0.00942251030508,-0.964812774174,-0.964812775042,0.541418866486,-0.964932403426,-0.964932403416,0.999983991785,0.0112615993388,0.768237857618,-0.964904107466,-0.964904105608,695.620603696,0.516821976882,0.516821977097,10.2131940241,0.99187801225,0.99187801225,121.938636949,0.175264954215,0.175264964068
16-07-26_27_North2_Leg,0.00698009948077,0.0227809288776,0.0227809279522,0.00403928610723,0.118537222819,0.118537222819,2.83843697929e-07,-0.0669918383244,-0.0576615990577,0.0120651263504,-0.159511883268,-0.159511886501,0.692736706587,-0.160612905634,-0.160612907529,0.999976826971,0.013614917535,0.982137849733,-0.162191647597,-0.162191649081,695.720952365,-0.166914891903,-0.166914896258,10.5257344253,0.983364542164,0.983364542164,121.903050076,0.159789244804,0.159789236623
16-07-26_27_North3_Leg,0.00712937575122,0.081625080204,0.0816250802201,0.00401880480811,-0.0306059030087,-0.0306059030087,2.91038808463e-07,0.10470521528,0.106390557181,0.0114325619749,-0.902003366382,-0.902003369642,0.65641128469,-0.903216156357,-0.90321615531,0.999979288225,0.0128640427553,0.93059804535,-0.903692466032,-0.903692464894,695.910213044,-0.457987070363,-0.4579870665,10.0399309242,0.999745070448,0.999745070448,122.167688009,-0.0421051899532,-0.0421051917531
16-07-26_27_North4_Leg,0.00760434453004,0.563906821882,0.563906821905,0.00423260668748,0.114891902909,0.114891902909,2.91969105124e-07,-0.0333971147818,-0.0290038644831,0.0104318258787,0.977451057046,0.977451056478,0.599274982407,0.977160187688,0.977160188615,0.99998138993,0.0120989931209,0.850150377589,0.976955915154,0.976955915004,695.7980483,0.184392746507,0.184392745445,10.1376575834,0.990897729071,0.990897729071,122.117864108,-0.138823006967,-0.138823022697
16-07-26_27_North5_Leg,0.00739776946748,-0.202357902896,-0.202357902842,0.0043782028982,0.00115829986602,0.00115829986602,2.50461001814e-07,0.0630099170182,0.0640854094487,0.0109762678673,0.778785580315,0.778785577328,0.630513223654,0.778894160699,0.77889416134,0.999978576591,0.0129561203778,0.894360661782,0.77787245883,0.777872461763,695.823416214,0.169069743437,0.169069746659,9.76633616336,0.999692674837,0.999692674837,122.155659059,-0.192915068596,-0.192915038209
16-07-26_27_North6_Leg,0.00758421345028,0.155813156764,0.155813156727,0.00391617388664,0.101568873891,0.101568873891,3.37513672999e-07,-0.161251399859,-0.157909621494,0.0109546714144,0.901181832804,0.901181831856,0.629206339821,0.901545022264,0.901545020583,0.9999795667,0.0128447846905,0.892408772986,0.901543582765,0.901543583377,695.706064734,-0.113916197614,-0.113916199795,11.0594621638,0.93651176749,0.93651176749,122.035635462,-0.231924743444,-0.23192474806
16-07-26_27_North7_Leg,0.00681581022464,0.369989677,0.369989677123,0.00415996812444,0.0857355819183,0.0857355819183,2.26753597261e-07,0.095132164123,0.10162601626,0.0107914968962,-0.401270917252,-0.40127091267,0.619874765473,-0.393586212755,-0.393586224183,0.999979862533,0.0127431517272,0.879265252675,-0.390273536762,-0.390273533961,695.897986478,0.122266418084,0.12226641781,10.8224448632,0.953063413464,0.953063413464,122.053525855,0.35238466775,0.352384673193
16-07-26_27_North8_Leg,0.0075131029745,0.0623251290398,0.0623251294687,0.00422386152802,0.0614550886966,0.0614550886966,3.03489268692e-07,-0.150252377018,-0.148403538977,0.0104387385076,-0.977030386765,-0.977030385997,0.59964782594,-0.977140711309,-0.97714070863,0.999981543643,0.0121246756158,0.850588120375,-0.977392616272,-0.977392616579,695.890721561,0.249737222896,0.249737222803,10.1952067828,0.986374664725,0.986374664725,122.138398085,-0.560904352512,-0.560904348762
16-07-26_27_North9_Leg,0.00746457699322,0.102701573336,0.102701573512,0.00424977136509,-0.0632223397702,-0.0632223397702,2.13995683071e-07,0.0748939743159,0.0656834226502,0.0099449052272,0.822733175406,0.822733174139,0.571194906762,0.822440169473,0.822440168329,0.99998387935,0.0113817526573,0.810083248545,0.822530128376,0.822530126311,695.7688912,0.217080334621,0.217080333483,9.92692608444,0.990759219044,0.990759219044,121.987576954,-0.234773151701,-0.23477313762
16-07-26_36_North1_Leg,0.00825272400612,0.378551848997,0.378551849422,0.00356966240177,0.213216471308,0.213216471308,2.63760891507e-07,0.102611515418,0.0949518569902,0.00951559517123,-0.385148728189,-0.385148745552,0.546202065714,-0.392225123835,-0.392225103443,0.999986923233,0.010097435979,0.773016474446,-0.394503768169,-0.394503870385,692.763514173,0.0411376531676,0.0411376527467,6.22144983823,0.956350978914,0.956350978914,121.924192673,0.222865187981,0.222865188398
16-07-26_36_North10_Leg,0.00842713999342,0.116821839504,0.116821839281,0.0035136787761,0.744525008924,0.744525008924,2.87027307815e-07,-0.0327632244293,-0.0402830230747,0.00959674546277,0.421305531831,0.42130552118,0.550524975347,0.423267125288,0.423267123273,0.999987846057,0.00981373461844,0.778995056936,0.420252210482,0.420252216015,692.6047472,0.145034351274,0.145034351888,5.6537738481,0.983674701255,0.983674701255,121.703019434,-0.0666398439934,-0.0666398636707
16-07-26_36_North2_Leg,0.00812102260542,0.0421335943579,0.042133594481,0.00277369262063,-0.145156498937,-0.145156498937,2.55017588493e-07,0.1594525008,0.163376672569,0.00913266284157,0.859853573132,0.859853575357,0.524083730296,0.859970168196,0.859970168425,0.999988509946,0.00969840168353,0.741650387481,0.859738946714,0.859738947373,692.878495349,-0.415374975386,-0.415374980485,5.77629088044,0.990776863553,0.990776863553,121.680120604,-0.517797388485,-0.517797388844
16-07-26_36_North3_Leg,0.00873735752998,-0.217424750517,-0.217424749872,0.00335010073375,-0.0420323001739,-0.0420323001739,2.8245605932e-07,-0.0825947594159,-0.0758543183555,0.00958576270153,0.813834991714,0.813834991792,0.550053777643,0.814325804904,0.81432581142,0.999987498195,0.0100000416671,0.778405553793,0.813832034158,0.813832030827,692.828710636,0.152159195175,0.152159193419,6.83647356822,0.907614668368,0.907614668368,121.749962333,-0.140565156327,-0.140565119531
16-07-26_36_North4_Leg,0.00841784159967,-0.0505520568656,-0.0505520560516,0.00270733102602,0.0320586576596,0.0320586576596,2.66357279006e-07,0.086733873639,0.091618964409,0.00970385304792,0.629785625068,0.629785628834,0.556866515232,0.627674786925,0.627674792478,0.999987025505,0.010097435979,0.788035512842,0.62636703256,0.62636703551,692.710204657,-0.130991585343,-0.130991585444,5.71528383663,0.988855846866,0.988855846866,121.593347556,0.147559026711,0.147559037025
16-07-26_36_North5_Leg,0.00840994373968,-0.145408409853,-0.145408409023,0.00275923698519,-0.191642769949,-0.191642769949,2.43644535743e-07,0.11894290535,0.123427610363,0.0100578112108,0.611099244577,0.611099240818,0.576946084405,0.609788366454,0.609788367587,0.999986639621,0.0102620514629,0.81632344534,0.608499819837,0.608499821856,692.908702845,0.0274560635594,0.0274560626012,6.68501632079,0.916866095619,0.916866095619,121.834504149,0.204113127743,0.204113128612
16-07-26_36_North6_Leg,0.00809539600835,-0.0255888378854,-0.0255888381654,0.00326524095674,0.0782550541175,0.0782550541175,2.81828513182e-07,0.123472783768,0.121593202865,0.00834092371598,-0.867088699131,-0.867088700575,0.478826313019,-0.86730008502,-0.867300089465,0.99999011885,0.00891018579173,0.677707173393,-0.867299232879,-0.867299234217,692.875498303,0.247712756925,0.247712757169,6.34570511498,0.950067161997,0.950067161997,121.82513865,0.521851419761,0.521851425931
16-07-26_36_North7_Leg,0.00836908178559,0.040251913552,0.0402519136242,0.00286877348524,0.126384131098,0.126384131098,2.88859312761e-07,-0.0177602229564,-0.0133568770277,0.0104784052747,-0.824666361941,-0.824666358783,0.60128202594,-0.823692203277,-0.823692201494,0.999984934381,0.0108874224088,0.850906153582,-0.823067224857,-0.823067221866,692.747844179,-0.430994241966,-0.43099423585,5.77354830673,0.990801262858,0.990801262858,121.880510762,-0.475342205958,-0.475342192507
16-07-26_36_North8_Leg,0.00816991872135,0.0934319905146,0.0934319895893,0.0027088644017,-0.0138638516103,-0.0138638516103,2.94764166287e-07,-0.10141910137,-0.0862847190869,0.00871438744353,0.168006811566,0.168006819252,0.500229705583,0.163211241725,0.163211241336,0.999989287959,0.00920285028189,0.707967118843,0.162458314814,0.162458311767,692.833163633,0.136163038283,0.136163036553,6.01935956338,0.976643740142,0.976643740142,121.731050206,0.245883698344,0.245883699265
16-07-26_36_North9_Leg,0.00854274665113,-0.0714344803803,-0.0714344803722,0.00298558713472,0.0516746659808,0.0516746659808,2.93843539788e-07,0.0711888216574,0.0687251624896,0.00970427728791,-0.411450255035,-0.411450257458,0.557146115899,-0.403581732039,-0.403581736887,0.999986227542,0.0104090977768,0.788560399902,-0.398785567643,-0.398785571482,692.890698514,0.106136729387,0.106136726881,6.12456042184,0.954403042043,0.954403042043,121.694551726,0.255975051839,0.255975051155
16-07-26_45_North1_Leg,0.00857845812069,0.268711896081,0.268711895749,0.00131277266015,-0.0933445226769,-0.0933445226769,3.1235871069e-07,-0.173067083181,-0.170988059466,0.00867805500412,0.95393767487,0.953937675322,0.499729336495,0.953700271844,0.953700271894,0.999987048452,0.0100749016088,0.706841244559,0.953684253332,0.953684254315,688.462342029,0.328931720836,0.328931717301,3.27860341555,0.990716137745,0.990716137745,121.509667559,0.361775741365,0.361775712952
16-07-26_45_North10_Leg,0.00929278124599,-0.233968647442,-0.233968647024,0.00105676785211,0.100574019971,0.100574019971,2.02373000364e-07,0.327710279528,0.327812723502,0.00807049461201,0.119649675511,0.119649670615,0.464589718147,0.123967142829,0.123967149796,0.99998954012,0.00920056545988,0.657174550568,0.12637233025,0.126372331436,688.076418714,0.282229600151,0.282229601578,3.46125058598,0.979017061599,0.979017061599,121.20525384,-0.258240098442,-0.25824010694
16-07-26_45_North2_Leg,0.0084306479709,0.355835705698,0.35583570574,0.00133754377437,-0.0900849372087,-0.0900849372087,2.69796012561e-07,-0.111576532096,-0.115343024037,0.00884011840594,0.963706115566,0.963706114084,0.509015864851,0.96402141358,0.964021413252,0.999986645574,0.0102672916588,0.720001942958,0.963976718586,0.96397671971,688.151734976,-0.170124311058,-0.170124308615,3.65222415132,0.953147579777,0.953147579777,121.412194571,0.0440886021158,0.044088616435
16-07-26_45_North3_Leg,0.00928850909959,0.215901457266,0.215901457127,0.00130874060593,-0.261017868517,-0.261017868517,2.73745867671e-07,0.0508255170359,0.0515151515152,0.00814264617399,0.883809577165,0.883809582804,0.468597365822,0.882397993902,0.882397989872,0.999989671695,0.00908470497045,0.662866612059,0.883123843728,0.883123846831,688.147004411,-0.311942325918,-0.311942330874,3.96434976956,0.946224757096,0.946224757096,121.334845815,-0.357288193585,-0.357288195285
16-07-26_45_North4_Leg,0.00912837868091,0.189582877767,0.189582876549,0.00145811050608,-0.411930948926,-0.411930948926,2.58390804054e-07,0.0502746928644,0.0541590364634,0.00879672966215,0.962165637561,0.962165637812,0.505970621014,0.962648186928,0.962648187746,0.999988213697,0.0097289456879,0.715716191637,0.96273771891,0.962737718876,688.213868368,-0.0575462803254,-0.0575462799235,3.31570984024,0.980544399158,0.980544399158,121.315690558,0.207611976737,0.207611980917
16-07-26_45_North5_Leg,0.0085309806711,-0.0245422108112,-0.0245422097849,0.00152834757737,-0.0896626944912,-0.0896626944912,3.11148851449e-07,-0.0247862841778,-0.0192692746996,0.00839133021998,-0.0150585114964,-0.0150584961185,0.483059798867,-0.00616675895954,-0.00616678327372,0.999988468153,0.00962742756974,0.683297096067,-0.00380899256045,-0.00380900104648,688.199048179,-0.51739162506,-0.517391631001,3.20679060715,0.990409575293,0.990409575293,121.253890794,-0.514212571552,-0.514212575507
16-07-26_45_North6_Leg,0.00922814638552,0.117485818056,0.117485818409,0.00146635803694,-0.144381189789,-0.144381189789,3.21824846585e-07,-0.165374547444,-0.184480431994,0.00791601119961,-0.891630613289,-0.891630613209,0.456188113312,-0.89228649017,-0.892286488511,0.999988354431,0.0096622048855,0.645259650847,-0.892172889387,-0.892172892717,688.150490918,0.137194411726,0.137194411636,3.31980753281,0.990955805621,0.990955805621,121.2570537,-0.410488893504,-0.410488895416
16-07-26_45_North7_Leg,0.00942655060201,-0.0547273879456,-0.0547273883221,0.00158396537595,-0.102832513075,-0.102832513075,2.5456495689e-07,0.0664931537543,0.0693526475462,0.00803662837369,0.668737234625,0.668737234201,0.46271504476,0.668876125388,0.668876126267,0.999989207665,0.00919271112278,0.654547462611,0.668717450157,0.668717449731,688.035190016,-0.0470218588281,-0.0470218592621,3.06766539612,0.997432766021,0.997432766021,121.229008891,0.0797761343567,0.0797761431978
16-07-26_45_North8_Leg,0.009530164784,-0.0717625169987,-0.0717625170666,0.00113135432608,0.00111449428544,0.00111449428542,2.76887368291e-07,0.0861658973124,0.0894252549352,0.00843005823067,0.887273549091,0.887273542389,0.485843909032,0.89050520227,0.890505199946,0.999986550662,0.0102672916588,0.687191844044,0.88998125151,0.88998125242,688.15747261,-0.243570009776,-0.243570010507,3.35274836201,0.986183059879,0.986183059879,121.353521741,0.00807584611048,0.00807585155763
16-07-26_45_North9_Leg,0.00927031868998,-0.184117024682,-0.184117024515,0.00125903582557,0.146974292583,0.146974292583,3.23581001157e-07,-0.19307967058,-0.188956534332,0.00910560848971,0.573730666799,0.573730656837,0.524102156417,0.558660522653,0.558660523447,0.999986002116,0.010552462807,0.741285097058,0.557904173979,0.557904175904,688.10953843,-0.3015145685,-0.301514565833,4.04440816785,0.9425615992,0.9425615992,121.220499926,-0.276124093707,-0.276124077
