-0,-0,Location,-0,-0,CLManager,-0,-0,CMManagerDevMotMag,-0,-0,CMManagerMag,-0,-0,Sound,-0
Transaction,MAE,HAV,COR1,MAE,COR,COR1,MAE,COR,COR1,MAE,COR,COR1,MAE,COR,COR1
16-08-01_Asda50C3_Ill,-0,0.0610443781,-0,597.447313468,-0.5771567793,-0.577156784,530.577091807,0.9977681577,0.9977681577,135.520374451,-0.0206313926,-0.0206314045,-0,-0.0310341153,-0
16-08-01_Asda50C4_Ill,-0,0.0533136875,-0,597.587936057,0.3547758504,0.3547758531,530.630019568,0.967335444,0.967335444,135.909112963,0.0492474329,0.0492474395,-0,0.038480752,-0
16-08-01_Asda50C5_Ill,-0,0.051720469,-0,597.277557383,0.246851336,0.2468513419,530.961582919,0.9911233737,0.9911233737,135.798459248,-0.2270472485,-0.2270472652,-0,0.0592641113,-0
16-08-01_Asda50C6_Ill,-0,0.0444609409,-0,597.467802978,-0.1519200772,-0.1519200775,530.333594657,0.966240017,0.966240017,136.073226338,-0.0073573874,-0.0073573991,-0,-0.0295930712,-0
16-08-01_Asda50C7_Ill,-0,0.0459108021,-0,597.2949312,0.2509540716,0.2509540716,531.158402642,0.9906394859,0.9906394859,135.87656576,-0.2416857905,-0.241685795,-0,0.0983113909,-0
16-08-01_Asda50C8_Ill,-0,0.0368316375,-0,597.427701094,-0.0786241901,-0.0786241879,530.383799411,0.9554379251,0.9554379251,135.626645568,0.2885392407,0.2885392453,-0,0.0005789032,-0
16-08-01_Asda50C9_Ill,-0,0.0581240048,-0,597.218199082,0.0903295519,0.0903295511,426.869813095,0.9569920799,0.9569920799,135.721756025,0.5694001598,0.5694001568,-0,0.0593208386,-0
16-08-01_Home10A1_Ill,-0,0.042070974,-0,693.389664913,0.0494729029,0.0494729032,29.5027771307,0.9641405748,0.9641405748,125.489833381,-0.3403467474,-0.3403467567,-0,-0.0376563746,-0
16-08-01_Home10A10_Ill,-0,0.0099561313,-0,692.77789558,-0.2193743808,-0.2193743805,29.7296804874,0.850935137,0.850935137,125.003732864,0.0546829565,0.0546829683,-0,-0.10798847,-0
16-08-01_Home10A2_Ill,-0,0.0362848695,-0,693.326897108,-0.2782552085,-0.2782552072,30.1100279399,0.7208248961,0.7208248961,125.36168033,0.0757627792,0.0757627751,-0,-0.078170608,-0
16-08-01_Home10A3_Ill,-0,0.0151256371,-0,693.078133245,-0.0638251377,-0.0638251359,28.9947463679,0.9255529384,0.9255529384,125.245061723,0.4410810714,0.4410810717,-0,0.0373795169,-0
16-08-01_Home10A4_Ill,-0,0.0155095628,-0,693.123673828,0.145650823,0.1456508232,29.7151890249,0.9943743486,0.9943743486,125.158439096,0.2384043477,0.2384043723,-0,-0.0621714615,-0
16-08-01_Home10A5_Ill,-0,0.0100018551,-0,693.071669662,-0.1739472095,-0.1739472074,28.0489978059,0.9560682029,0.9560682029,124.844152859,0.1820484894,0.1820485015,-0,0.0236986761,-0
16-08-01_Home10A6_Ill,-0,0.010856376,-0,692.890713464,0.1218488514,0.1218488521,27.8927553538,0.9539677423,0.9539677423,124.7007641,0.4141449019,0.4141448978,-0,0.0182942436,-0
16-08-01_Home10A7_Ill,-0,0.0115620647,-0,692.80321573,-0.3062497695,-0.3062497676,29.2609608851,0.8728719416,0.8728719416,124.946520024,-0.3386668751,-0.3386669127,-0,0.0340936609,-0
16-08-01_Home10A8_Ill,-0,0.0099076774,-0,692.917145905,0.055755379,0.0557553793,29.56560772,0.804469447,0.804469447,124.770655442,-0.1426705768,-0.1426705942,-0,0.157630861,-0
16-08-01_Home10A9_Ill,-0,0.0106795553,-0,693.034054627,0.2508432107,0.2508432099,29.2923699719,0.8175905478,0.8175905478,124.914679335,-0.0120951399,-0.0120951338,-0,0.1773668179,-0
16-08-01_Home10B1_Ill,-0,0.0153225834,-0,689.357676871,0.1800924349,0.1800924354,25.8179044885,0.8848032461,0.8848032461,119.009760674,-0.2357587933,-0.2357588093,-0,0.0048757659,-0
16-08-01_Home10B10_Ill,-0,0.0060921599,-0,689.181133526,-0.4474897213,-0.4474897151,23.4258032082,0.9914143199,0.9914143199,118.959868503,-0.1525830195,-0.1525830296,-0,0.0618583691,-0
16-08-01_Home10B2_Ill,-0,0.0095529601,-0,689.257915416,-0.3419813658,-0.3419813736,26.2140834203,0.8088510708,0.8088510708,119.092758714,-0.1146849392,-0.1146849353,-0,-0.0840829565,-0
16-08-01_Home10B3_Ill,-0,0.0228054674,-0,689.410299503,-0.181935991,-0.1819359899,25.0733140818,0.99834952,0.99834952,118.966210068,0.4877499428,0.487749938,-0,-0.1843790155,-0
16-08-01_Home10B4_Ill,-0,0.0099462649,-0,689.274914102,0.1423637239,0.1423637225,25.7227605159,0.9598265857,0.9598265857,118.882790422,0.0621521509,0.0621521676,-0,0.1038288882,-0
16-08-01_Home10B5_Ill,-0,0.0140634294,-0,689.220499263,-0.0574437512,-0.0574437516,26.6617323891,0.7172496352,0.7172496352,118.945720301,-0.0584375226,-0.0584375267,-0,-0.0268961082,-0
16-08-01_Home10B6_Ill,-0,0.0059195121,-0,689.292766747,0.0362214646,0.0362214653,25.3114870371,0.9049421723,0.9049421723,119.062724665,-0.1573285248,-0.1573285225,-0,0.1956479067,-0
16-08-01_Home10B7_Ill,-0,0.0097459688,-0,689.319770812,-0.0313465717,-0.0313465704,25.8709223316,0.9953413364,0.9953413364,118.992242897,-0.0878156425,-0.0878156559,-0,-0.1000175034,-0
16-08-01_Home10B8_Ill,-0,0.026719651,-0,689.202044986,0.0067988737,0.0067988732,24.0901715062,0.990001728,0.990001728,118.940874958,0.0507611764,0.0507611493,-0,-0.072205589,-0
16-08-01_Home10B9_Ill,-0,0.0168127712,-0,689.418470802,0.0061308848,0.0061308835,23.6872549307,0.9940952707,0.9940952707,118.928779362,-0.0809094848,-0.0809094811,-0,0.004328374,-0
16-08-01_Pub10A1_Ill,-0,0.0514040308,-0,640.994231619,0.0754602086,0.0754602089,23.5165467733,0.9521866911,0.9521866911,70.7922593945,0.4734945244,0.4734945328,-0,0.4240669328,-0
16-08-01_Pub10A10_Ill,-0,0.0031313709,-0,641.895550351,-0.3839566201,-0.3839566142,18.2934489652,0.990642926,0.990642926,71.8630763271,-0.3095936976,-0.309593693,-0,0.5761482662,-0
16-08-01_Pub10A2_Ill,-0,0.0030803153,-0,640.993919755,-0.126360853,-0.1263608538,19.44181102,0.9841124813,0.9841124813,70.7107770228,-0.3474508983,-0.3474509016,-0,0.6219629698,-0
16-08-01_Pub10A3_Ill,-0,0.0034352701,-0,642.80444646,0.0687592953,0.0687592961,19.3668051883,0.9873653942,0.9873653942,72.6219265393,0.2214268356,0.2214268438,-0,0.4271793895,-0
16-08-01_Pub10A4_Ill,-0,0.0095746762,-0,642.629711318,0.2206860445,0.2206860447,19.9152438437,0.9525956484,0.9525956484,72.6905707738,-0.1283127869,-0.1283128111,-0,0.3573444419,-0
16-08-01_Pub10A5_Ill,-0,0.0096377466,-0,641.091229766,0.3573615928,0.3573615944,17.70480684,0.9532787714,0.9532787714,72.6232962089,0.0781483672,0.0781483806,-0,0.4939320633,-0
16-08-01_Pub10A6_Ill,-0,0.0090835952,-0,642.170829223,0.1007966883,0.1007966897,18.2740212453,0.990053414,0.990053414,71.8673190384,-0.119408543,-0.1194085476,-0,-0.0233244346,-0
16-08-01_Pub10A7_Ill,-0,0.0098704175,-0,642.216863839,0.0284824716,0.0284824713,18.7226234297,0.9703208972,0.9703208972,72.0051336906,0.1115359181,0.111535915,-0,0.4796928246,-0
16-08-01_Pub10A8_Ill,-0,0.0046832023,-0,642.052784575,0.2295736366,0.2295736347,18.3112243455,0.9897411415,0.9897411415,71.8282260017,-0.0737330943,-0.073733077,-0,0.4878626586,-0
16-08-01_Pub10A9_Ill,-0,0.002893304,-0,642.223035219,-0.520496026,-0.5204960272,18.2080701808,0.9902283067,0.9902283067,71.6624368555,0.6769961075,0.6769961174,-0,-0.2190442022,-0
16-08-01_Pub10B1_Ill,-0,0.0046886431,-0,642.027991213,0.0989748221,0.0989748219,20.036202865,0.8820099775,0.8820099775,72.1683513131,0.4788948148,0.4788948086,-0,-0.5168602418,-0
16-08-01_Pub10B10_Ill,-0,0.0078556142,-0,641.757614809,-0.1543291298,-0.1543291284,17.7824094243,0.9517865558,0.9517865558,72.0241956653,0.0645488319,0.0645488379,-0,0.1489889253,-0
16-08-01_Pub10B2_Ill,-0,0.0046073627,-0,641.34698169,-0.1068556413,-0.1068556406,18.6346842897,0.9272743543,0.9272743543,71.4192798581,-0.0995170131,-0.0995170276,-0,-0.4962612753,-0
16-08-01_Pub10B3_Ill,-0,0.0079503808,-0,641.850758554,-0.2312423669,-0.2312423638,18.1331535982,0.9356512584,0.9356512584,71.9896182757,0.3290403367,0.3290403463,-0,-0.6883122226,-0
16-08-01_Pub10B4_Ill,-0,0.0071377542,-0,641.862575873,0.092504025,0.0925040257,18.1637447114,0.9533868156,0.9533868156,71.9884406212,0.0734385181,0.0734385447,-0,-0.5837993461,-0
16-08-01_Pub10B5_Ill,-0,0.0069365909,-0,641.896139247,-0.3968337093,-0.3968337091,18.0078246767,0.9524506156,0.9524506156,72.0119884317,-0.030395482,-0.0303954773,-0,-0.3954621917,-0
16-08-01_Pub10B6_Ill,-0,0.0068059357,-0,641.767609883,-0.0189058804,-0.0189058808,19.3516869162,0.9454163848,0.9454163848,71.9100685921,-0.0203686612,-0.0203686837,-0,-0.5992028018,-0
16-08-01_Pub10B7_Ill,-0,0.0072219297,-0,641.987363096,-0.3669230122,-0.3669230124,19.7161763987,0.9738427084,0.9738427084,71.9418993538,-0.4629428443,-0.4629428706,-0,-0.5927980284,-0
16-08-01_Pub10B8_Ill,-0,0.0068905482,-0,641.7882633,0.3728168734,0.3728168744,19.3381266192,0.9480137854,0.9480137854,72.0158730359,-0.106804338,-0.1068043499,-0,-0.090272367,-0
16-08-01_Pub10B9_Ill,-0,0.0065539221,-0,641.917040876,-0.1804120563,-0.180412052,17.9109339033,0.9513719627,0.9513719627,72.1624109785,0.4884656597,0.4884656445,-0,-0.4978902479,-0
16-08-01_Pub25A1_Ill,-0,0.0156577701,-0,649.62653016,0.0299364582,0.0299364579,8.5891587742,0.9720555028,0.9720555028,93.723448902,-0.1856273393,-0.1856273431,-0,0.5866161052,-0
16-08-01_Pub25A10_Ill,-0,0.0237935261,-0,648.946068979,0.1858920881,0.1858920876,11.5217635462,0.9322119286,0.9322119286,92.3725188832,-0.1131852743,-0.1131852635,-0,-0.7371233456,-0
16-08-01_Pub25A2_Ill,-0,0.0211990635,-0,649.77883976,-0.3158442762,-0.3158442808,8.6794357066,0.9804881488,0.9804881488,93.4156190031,-0.0266816471,-0.0266816557,-0,-0.5397217929,-0
16-08-01_Pub25A3_Ill,-0,0.0213021156,-0,649.841721639,-0.4182253636,-0.4182253626,8.3220105468,0.9910296493,0.9910296493,93.2770169283,0.1372216503,0.1372216508,-0,0.3665139028,-0
16-08-01_Pub25A4_Ill,-0,0.0216113188,-0,649.591030685,0.2093057596,0.2093057598,8.2072436101,0.9998300797,0.9998300797,93.5044714871,-0.2100798348,-0.2100798462,-0,0.7858649329,-0
16-08-01_Pub25A5_Ill,-0,0.0244214619,-0,648.953630981,0.1426397967,0.142639794,10.8810186291,0.9906915718,0.9906915718,92.7302931939,-0.3176887984,-0.3176887904,-0,0.6923116133,-0
16-08-01_Pub25A6_Ill,-0,0.0602209713,-0,649.03287787,0.0835791131,0.0835791141,10.6598023424,0.9907753944,0.9907753944,92.4751927972,-0.0500907598,-0.0500907572,-0,-0.7486829357,-0
16-08-01_Pub25A7_Ill,-0,0.0329537643,-0,648.955692125,0.0722194395,0.0722194384,10.9864689937,0.980475124,0.980475124,92.5989010709,0.490246818,0.4902468169,-0,-0.2203928856,-0
16-08-01_Pub25A8_Ill,-0,0.0264367291,-0,649.100058929,0.0176301757,0.017630175,11.286210605,0.9517096525,0.9517096525,92.6720017157,-0.2031568671,-0.2031568694,-0,-0.4235629788,-0
16-08-01_Pub25A9_Ill,-0,0.0265242234,-0,649.145847556,-0.3812339323,-0.3812339311,10.734636064,0.9969209385,0.9969209385,92.7847186016,-0.0938095176,-0.0938095119,-0,-0.1687566292,-0
16-08-02_Hotel100A1_Ill,-0,0.0639417317,-0,646.851059848,0.1426212456,0.1426212455,1.8766313464,0.9638307741,0.9638307741,93.1126175668,0.6614008713,0.6614008845,-0,-0.0036832858,-0
16-08-02_Hotel100A10_Ill,-0,0.0478551275,-0,646.947879949,-0.394714258,-0.3947142605,3.873020825,0.9541426405,0.9541426405,92.3000864155,-0.4422628199,-0.4422628131,-0,-0.0007505459,-0
16-08-02_Hotel100A2_Ill,-0,0.0873246615,-0,647.297718233,-0.0701541148,-0.0701541168,3.533124982,0.9883166678,0.9883166678,91.4129402565,-0.2790981329,-0.2790981658,-0,0.0026185828,-0
16-08-02_Hotel100A3_Ill,-0,0.086800687,-0,647.220291043,-0.3772976711,-0.3772976718,4.266637211,0.9411493192,0.9411493192,92.6858537467,-0.2047368321,-0.2047368443,-0,0.1248427531,-0
16-08-02_Hotel100A4_Ill,-0,0.0872799307,-0,647.012350513,0.3476090103,0.3476090105,4.3189644742,0.934077804,0.934077804,92.8255497957,0.1135108022,0.1135107889,-0,0.235734467,-0
16-08-02_Hotel100A5_Ill,-0,0.0886156159,-0,647.240901782,0.135038481,0.1350384811,3.3604802382,0.9998996624,0.9998996624,92.5131018435,0.1911936801,0.1911936678,-0,-0.2555810798,-0
16-08-02_Hotel100A6_Ill,-0,0.0850319325,-0,647.214463109,-0.1821628366,-0.1821628371,4.2337282468,0.8912717795,0.8912717795,92.7211129077,-0.0112084607,-0.0112084608,-0,0.1396217058,-0
16-08-02_Hotel100A7_Ill,-0,0.0804166358,-0,647.18972915,0.301465377,0.3014653751,3.4292794215,0.9909405002,0.9909405002,92.6658565413,0.0344122833,0.0344122804,-0,-0.2287640009,-0
